LOAN_ID,AMOUNT,DUE_MORTGAGE,VALUE,REASON,OCC,TJOB,DCL,CLT,CL_COUNT,RATIO,CONVICTED,VAR_1,VAR_2,VAR_3,DEFAULTER
3683633,26700,122400.0,153260.0,1.0,3.0,2.0,0.0,290.581723,25.0,38.13971179999999,0,0,0,1.5667,0
3683634,9100,75352.0,100626.0,1.0,4.0,3.0,0.0,127.309835,26.0,33.76846632,0,0,0,2.6636,0
3683635,28300,100252.0,131366.0,1.0,1.0,9.0,0.0,147.0654833,28.0,38.68920763,0,0,0,2.2402,0
3683636,30100,12122.0,35855.06,1.0,0.0,28.5,0.0,200.83333330000002,15.0,,0,0,0,0.9393,0
3683637,12100,117899.0,139330.0,0.0,4.0,2.0,0.0,154.16666669999998,17.0,,0,0,2,2.721,1
3683638,10200,,69431.0,,,,,,,22.52968544,0,0,0,1.6663,0
3683639,12300,57684.0,72951.0,1.0,0.0,2.0,0.0,167.8994602,16.0,34.71964393,0,0,1,0.7148,0
3683640,5200,72790.0,80671.0,0.0,0.0,1.0,0.0,274.88170519999994,6.0,39.86214652,0,1,0,2.3343,0
3683641,19500,39233.0,103558.0,0.0,0.0,6.0,0.0,128.53051609999997,15.0,31.37762719,0,0,0,2.3407,0
3683642,28500,150683.0,192391.0,0.0,5.0,0.0,0.0,174.30549340000002,16.0,41.55325414,0,0,1,1.3737,0
3683643,25700,76001.0,119371.0,1.0,0.0,5.0,0.0,88.62538217,32.0,40.93995432,1,0,1,1.7604,0
3683644,13200,50451.0,59869.0,1.0,0.0,4.0,0.0,179.61236259999998,13.0,38.77331381,0,0,0,2.6347,0
3683645,12100,71899.0,105980.0,1.0,0.0,6.0,0.0,79.06666667,14.0,,0,0,2,2.735,0
3683646,17300,32972.0,85634.0,1.0,4.0,7.0,0.0,164.3947887,20.0,28.28488887,0,0,1,2.08,0
3683647,10100,,42477.0,0.0,3.0,6.0,,166.43333330000002,9.0,,0,0,0,1.4323,0
3683648,8600,53358.0,62658.0,1.0,3.0,13.0,0.0,117.8634491,18.0,30.06290208,0,0,0,1.5365,0
3683649,17900,100176.0,163682.0,,0.0,,,257.8544712,24.0,36.36403645,0,1,0,0.9099799999999999,0
3683650,14500,61020.0,88824.0,0.0,0.0,,0.0,296.792111,20.0,30.31376695,0,0,0,2.5572,0
3683651,21500,143050.0,184994.0,0.0,3.0,7.0,0.0,315.9842869,17.0,43.11300163,0,0,0,1.6739,0
3683652,15500,,43879.0,0.0,0.0,0.0,0.0,325.55174139999997,9.0,27.78956059,0,0,1,1.3157,0
3683653,25200,66837.0,92524.0,1.0,4.0,8.0,1.0,136.66507019999997,26.0,34.57587631,1,1,4,1.6467,0
3683654,25100,127390.0,178433.0,1.0,3.0,1.0,,121.4,39.0,,0,0,0,2.5938,0
3683655,9400,79032.0,100013.0,1.0,0.0,3.0,0.0,103.1630274,31.0,40.80463545,0,0,2,2.3213,0
3683656,13900,65077.0,78980.0,1.0,1.0,11.0,3.0,112.6,23.0,,0,0,1,1.9246,1
3683657,10200,72035.0,89417.0,1.0,,5.0,0.0,206.73712519999998,15.0,30.80876353,1,0,0,1.2083,0
3683658,3700,41799.0,52470.0,0.0,3.0,3.0,0.0,73.03333333,4.0,,0,0,2,1.7998,1
3683659,10500,64235.0,77544.0,1.0,1.0,4.0,3.0,189.7800761,30.0,39.70998047,0,2,2,2.5851,0
3683660,10700,62808.0,81391.0,0.0,0.0,15.0,0.0,239.3144708,35.0,34.69038165,0,0,1,2.2757,0
3683661,28500,46025.0,66922.0,1.0,1.0,18.0,0.0,181.66830819999998,21.0,33.77903515,0,0,2,1.755,0
3683662,9800,28993.0,51970.0,,0.0,30.0,0.0,247.19523930000003,19.0,20.75336471,1,0,0,2.1431,0
3683663,13600,81935.0,104241.0,0.0,4.0,4.0,1.0,99.41775325,33.0,39.3041028,1,0,0,2.1394,0
3683664,11600,59680.0,69844.0,1.0,0.0,4.0,1.0,313.547396,9.0,31.19180135,1,0,0,0.26218,0
3683665,8200,54740.0,71380.0,1.0,1.0,6.0,0.0,90.23333333,15.0,,0,0,2,1.23,0
3683666,19700,117545.0,149955.0,1.0,0.0,4.0,0.0,115.2136149,12.0,31.23280265,0,0,1,1.4199,1
3683667,14400,,41850.0,0.0,0.0,0.0,0.0,315.4683435,8.0,27.61891892,0,0,0,2.076,0
3683668,15400,100899.0,112480.0,1.0,0.0,1.0,0.0,130.86666670000002,21.0,,0,0,2,2.695,0
3683669,13300,69094.0,79232.0,1.0,1.0,13.0,0.0,249.7881304,37.0,41.91560462,1,0,3,0.30572,0
3683670,6300,,33889.0,0.0,,,,,,34.52740452,0,0,0,0.51394,0
3683671,9300,70614.0,84980.0,1.0,1.0,26.0,0.0,144.06666669999998,23.0,,0,0,2,1.9669,1
3683672,26400,,37290.0,0.0,0.0,26.0,0.0,93.85512943,15.0,27.22702865,0,0,2,2.0593,0
3683673,40900,11963.0,66173.0,0.0,1.0,,0.0,306.78609900000004,18.0,12.94568769,0,0,0,1.736,0
3683674,25300,74936.0,102207.0,1.0,1.0,9.0,0.0,149.7297782,21.0,37.24969674,0,0,0,1.3681,0
3683675,6100,,,0.0,1.0,13.0,2.0,123.76666670000002,23.0,,0,0,0,2.3774,1
3683676,31600,10778.0,58069.0,1.0,0.0,0.0,0.0,95.24803572,5.0,38.67240227,0,0,0,2.0211,0
3683677,42900,7281.0,71311.0,0.0,1.0,,0.0,322.7808575,19.0,16.55506284,0,0,0,0.6513399999999999,0
3683678,22300,72192.0,98977.0,1.0,0.0,,1.0,243.2161953,13.0,42.78356841,0,2,2,0.091613,0
3683679,22000,62286.0,113807.0,1.0,4.0,15.0,3.0,282.0591408,36.0,26.04170911,0,0,1,2.4557,0
3683680,20100,116831.0,138052.0,0.0,0.0,19.0,0.0,172.4666667,23.0,,0,0,2,0.48444,1
3683681,18300,16285.0,170290.0,0.0,3.0,23.0,0.0,74.0072773,20.0,29.81460145,0,0,2,0.55894,0
3683682,15700,105858.0,121727.0,1.0,0.0,0.0,0.0,121.5331314,21.0,39.30481281,0,0,2,0.42811000000000005,0
3683683,9000,80233.0,87428.0,1.0,3.0,18.0,0.0,280.8765502,23.0,38.52399745,0,0,0,0.38511,0
3683684,26400,25429.0,79865.0,1.0,0.0,,1.0,106.6387889,26.0,29.93863683,1,1,2,1.5106,0
3683685,12000,85078.0,122768.0,0.0,0.0,10.0,,,,39.44073063,0,0,0,2.2329,0
3683686,10900,32769.0,61552.0,1.0,3.0,,,,,38.50024696,0,0,0,1.7837,0
3683687,7100,38699.0,53480.0,0.0,4.0,15.0,0.0,97.36666667,18.0,,0,0,0,1.8469,1
3683688,13000,87169.0,97909.0,0.0,4.0,0.0,0.0,66.10749654,20.0,34.70636554,0,0,1,1.7085,0
3683689,1600,13399.0,16680.0,0.0,0.0,4.0,0.0,150.4666667,10.0,,0,0,1,2.1631,1
3683690,13300,69968.0,88283.0,1.0,0.0,3.0,0.0,241.8560165,25.0,29.07412827,0,0,2,1.6302,0
3683691,8100,70816.0,83480.0,1.0,3.0,8.0,0.0,108.5,23.0,,0,0,0,1.4619,0
3683692,22300,138483.0,180395.0,1.0,4.0,5.0,,196.63280769999997,43.0,41.21539901,0,0,4,1.0949,0
3683693,9400,59516.0,67689.0,0.0,0.0,4.0,1.0,244.8307278,16.0,35.97828075,0,0,1,2.1999,0
3683694,16300,25228.0,37413.0,1.0,4.0,21.0,0.0,208.1595475,16.0,32.72808803,0,1,2,1.8199,0
3683695,18100,49154.0,61732.0,1.0,0.0,8.0,0.0,123.0619672,49.0,30.04372238,0,0,3,0.37675,0
3683696,13800,46510.0,65011.0,1.0,0.0,2.0,0.0,180.4433323,13.0,37.71515917,0,0,0,2.2006,0
3683697,20600,113862.0,131115.0,0.0,5.0,3.0,0.0,244.6806039,26.0,143.959605,0,1,1,2.5439,1
3683698,28300,44220.0,63030.0,1.0,1.0,19.0,0.0,183.24730569999997,22.0,32.48716703,0,0,2,1.5806,0
3683699,10900,89038.0,122551.0,0.0,0.0,8.0,,,,40.79052715,0,0,0,1.4267,0
3683700,19100,172007.0,195872.0,1.0,4.0,10.0,0.0,277.76334060000005,38.0,24.485689899999997,0,0,0,0.44678999999999996,0
3683701,25600,79492.0,113043.0,1.0,4.0,9.0,0.0,136.7406135,19.0,28.05079318,0,0,0,0.28462,0
3683702,47600,95746.0,152769.0,1.0,0.0,16.0,0.0,231.0672773,18.0,38.96925288,1,0,8,0.46971999999999997,0
3683703,10100,65899.0,89125.0,1.0,1.0,9.0,0.0,216.0333333,29.0,,0,0,3,1.2377,0
3683704,17000,102007.0,117630.0,1.0,0.0,9.0,0.0,280.1125847,19.0,29.65517729,0,0,1,2.4396,0
3683705,8700,75363.0,84243.0,0.0,0.0,21.0,0.0,353.6582712,47.0,28.20671491,0,0,0,2.5831,0
3683706,23100,108363.0,155801.0,1.0,3.0,16.0,0.0,171.22315659999998,26.0,35.069327,1,0,0,0.9182899999999999,0
3683707,3000,61861.0,70895.0,1.0,3.0,2.0,0.0,283.80165919999996,37.0,49.21639579,0,0,3,2.3209,1
3683708,21400,28362.0,47517.0,1.0,0.0,1.0,,318.3006251,24.0,37.18163855,0,0,0,2.0669,0
3683709,16700,95759.0,123526.0,1.0,1.0,0.0,2.0,253.75748790000003,29.0,40.61856748,0,0,1,1.4325,0
3683710,47100,192576.0,267980.0,1.0,3.0,15.0,0.0,166.1,20.0,,0,0,2,2.6443,1
3683711,8000,55282.0,70000.0,1.0,0.0,12.0,0.0,81.7789415,8.0,44.86897732,0,2,10,1.5476,1
3683712,23700,126153.0,169618.0,1.0,4.0,6.0,0.0,177.7491631,38.0,17.63092021,0,0,0,2.1622,0
3683713,33000,49608.0,101202.0,1.0,1.0,2.0,0.0,182.9098245,24.0,35.05559626,0,0,2,1.6255,0
3683714,18600,10833.0,66347.0,1.0,2.0,1.0,0.0,327.56732819999996,5.0,38.16167101,0,0,0,0.39994,0
3683715,5100,,46261.0,0.0,0.0,2.0,0.0,258.6522064,26.0,40.96258888,0,0,0,2.1407,0
3683716,14300,100563.0,129146.0,1.0,3.0,4.0,,256.6876484,41.0,38.75675979,0,0,2,1.3044,0
3683717,15100,61899.0,94555.0,0.0,4.0,23.0,0.0,239.4,24.0,,0,0,1,1.6552,0
3683718,20100,74267.0,104980.0,1.0,0.0,,0.0,181.6,25.0,,0,0,2,0.95886,0
3683719,34600,108899.0,159480.0,1.0,0.0,,0.0,251.6333333,14.0,,0,0,3,1.9353,0
3683720,28000,90593.0,121523.0,1.0,3.0,5.0,1.0,108.04625060000001,15.0,0.848117525,1,2,8,1.845,1
3683721,43400,,45904.0,1.0,0.0,,1.0,208.3007302,17.0,33.68894598,0,1,0,1.4471,1
3683722,14400,70221.0,88606.0,1.0,0.0,3.0,0.0,245.8398642,26.0,32.65754112,0,0,2,2.6096,0
3683723,17500,96489.0,112095.0,1.0,0.0,0.0,0.0,179.65958940000002,46.0,41.12788749,1,6,2,1.0915,1
3683724,10100,21967.0,49580.0,0.0,0.0,0.9,0.0,248.56666669999998,11.0,,0,0,0,2.3525,0
3683725,13400,79958.0,121770.0,,,,,,,34.5718314,0,0,0,1.6518,0
3683726,5100,85064.0,107920.0,0.0,3.0,6.0,3.0,123.76666670000002,28.0,,0,5,5,1.4509,1
3683727,21400,143575.0,181940.0,0.0,3.0,8.0,0.0,314.1874651,17.0,43.65534866,0,0,0,2.4692,0
3683728,10400,65281.0,73797.0,1.0,0.0,1.0,0.0,191.648145,17.0,34.20289159,0,0,1,1.4748,0
3683729,43000,8016.0,66711.0,0.0,1.0,,0.0,316.2548189,19.0,13.32235591,0,0,0,1.5126,0
3683730,23600,75607.0,102178.0,1.0,3.0,2.0,,232.4343159,23.0,42.18978642,0,0,5,0.74148,0
3683731,20200,70390.0,100777.0,1.0,0.0,,0.0,248.0372719,14.0,40.28214938,0,2,2,2.2476,0
3683732,14700,63374.0,89410.0,0.0,0.0,,0.0,287.30181489999995,19.0,28.64806277,0,0,0,1.901,0
3683733,17600,56546.0,77980.0,1.0,4.0,11.0,2.0,93.3,29.0,,0,3,7,1.6844,1
3683734,6900,45049.0,57130.0,1.0,1.0,4.0,1.0,95.33333333,12.0,,0,0,3,1.5101,0
3683735,5900,,41099.0,0.0,0.0,2.0,0.0,262.40521859999996,26.0,42.20194156,0,0,0,1.7422,0
3683736,6400,92558.0,117332.0,0.0,4.0,6.0,0.0,200.01192719999997,27.0,26.53004952,1,0,0,2.5371,0
3683737,33500,20820.0,37343.0,1.0,0.0,28.0,0.0,199.8970467,14.0,42.56636282,0,0,0,2.1184,0
3683738,25600,63866.0,87219.0,1.0,0.0,6.0,0.0,,0.0,33.06107375,0,0,0,1.9916,1
3683739,23000,,81235.0,1.0,2.0,3.0,0.0,406.8678483,22.0,23.55212992,0,0,0,2.5194,0
3683740,5300,16223.0,45167.0,0.0,5.0,,0.0,222.11808169999998,11.0,42.72209384,0,0,0,1.7818,0
3683741,8300,67388.0,80125.0,0.0,0.0,2.0,0.0,105.39650659999998,7.0,36.92231088,0,0,0,0.70563,0
3683742,7300,71408.0,86464.0,1.0,,4.0,,,,20.10904978,0,0,0,1.3226,0
3683743,16100,90799.0,152280.0,0.0,4.0,5.0,0.0,103.5,17.0,,0,0,0,1.2234,0
3683744,17700,38962.0,54541.0,1.0,0.0,17.0,0.0,108.94381750000001,17.0,38.92921033,0,0,1,2.6608,0
3683745,25500,82452.0,107402.0,1.0,3.0,9.0,0.0,306.7597054,29.0,32.73167844,0,1,2,2.5928,0
3683746,25100,126361.0,207180.0,1.0,4.0,10.0,0.0,240.8,27.0,,0,0,3,1.8559999999999999,0
3683747,52500,27133.0,83462.0,0.0,0.0,2.0,0.0,251.6140239,14.0,40.55824598,0,2,6,2.6932,0
3683748,18900,88727.0,116663.0,1.0,4.0,6.0,0.0,142.841398,20.0,21.68927834,0,0,1,1.2268,0
3683749,5500,45408.0,57433.0,1.0,2.0,4.0,0.0,96.6,22.0,,0,0,0,2.2512,1
3683750,17000,130901.0,166839.0,1.0,1.0,4.0,0.0,136.8564232,20.0,28.16188528,0,0,0,2.1362,0
3683751,32400,195142.0,294352.0,1.0,0.0,27.0,0.0,151.20938049999998,22.0,39.08277566,1,0,0,1.8501,0
3683752,17800,,55776.0,1.0,1.0,1.0,0.0,86.18341257,8.0,40.21948611,0,0,2,1.7597,0
3683753,12600,83823.0,100094.0,0.0,4.0,0.0,0.0,72.30419761,20.0,34.72276881,0,0,1,0.50646,0
3683754,89900,50269.0,91841.0,1.0,0.0,14.0,0.0,214.892709,16.0,34.35088237,0,0,0,0.11317,0
3683755,19600,98617.0,122639.0,0.0,3.0,0.0,1.0,325.2570838,20.0,42.55602091,0,0,0,1.0127,0
3683756,13400,,72563.0,,,1.0,0.0,,0.0,3.73042142,0,0,0,1.7191,0
3683757,18400,26881.0,59532.0,1.0,4.0,15.0,0.0,184.61441489999999,19.0,36.30961798,0,0,1,1.5419,0
3683758,8600,50468.0,60920.0,1.0,3.0,6.0,0.0,190.9468977,22.0,29.21247674,0,0,0,2.0458,0
3683759,10900,83340.0,92128.0,1.0,3.0,5.0,0.0,120.145844,26.0,40.98863532,0,0,1,0.15596,0
3683760,17600,101253.0,117189.0,1.0,4.0,1.0,0.0,137.15822250000002,30.0,36.861723299999994,0,0,0,0.38389,0
3683761,12000,117449.0,144158.0,1.0,4.0,15.0,1.0,171.94583280000003,32.0,29.10998121,0,0,1,1.6549,0
3683762,21500,41570.0,103407.0,0.0,0.0,6.0,0.0,123.1533442,15.0,31.62467953,0,0,0,2.0508,0
3683763,23600,,131183.0,0.0,0.0,0.0,0.0,319.8471298,21.0,31.09415579,0,0,3,1.5111,0
3683764,10000,35347.0,58036.0,1.0,0.0,11.0,0.0,230.52284440000003,31.0,37.3074321,1,0,1,0.68245,0
3683765,23400,81043.0,106082.0,1.0,3.0,7.0,0.0,289.3727394,28.0,33.28141336,0,0,1,0.85574,0
3683766,11700,57335.0,72440.0,,0.0,11.0,0.0,256.12603019999995,27.0,28.95553179,1,0,0,1.3694,0
3683767,12200,48521.0,83138.0,0.0,0.0,4.0,2.0,192.56929159999999,12.0,29.21449956,0,0,0,2.6103,0
3683768,65300,71050.0,143940.0,0.0,1.0,10.0,0.0,129.7805143,12.0,43.20116341,0,0,0,0.33213000000000004,0
3683769,17600,75999.0,98480.0,1.0,0.0,5.0,1.0,60.83333333,16.0,,0,10,5,0.7290000000000001,1
3683770,20200,73912.0,106558.0,0.0,3.0,13.0,0.0,165.4458113,27.0,33.92624415,0,1,0,1.4203,0
3683771,12100,84071.0,123395.0,1.0,1.0,9.0,0.0,140.0184494,21.0,38.59266988,0,0,1,2.622,0
3683772,8800,57040.0,70224.0,0.0,0.0,8.0,0.0,107.8554282,19.0,31.90131426,0,0,0,2.1255,1
3683773,7100,58013.0,93371.0,0.0,4.0,6.0,0.0,201.0777551,24.0,31.74651179,0,0,1,2.6591,0
3683774,20800,72597.0,96671.0,1.0,0.0,,0.0,234.59530669999998,13.0,42.63634036,0,2,1,1.9896,0
3683775,10200,153904.0,175664.0,0.0,1.0,4.0,0.0,190.36630730000002,56.0,33.98122188,1,0,0,1.6824,0
3683776,6600,80638.0,97610.0,1.0,4.0,1.0,,,,30.54126454,0,0,0,0.8216399999999999,0
3683777,14600,67530.0,89438.0,1.0,0.0,4.0,0.0,25.95552961,4.0,39.11372517,1,0,1,1.7999,0
3683778,19100,7423.0,28619.0,1.0,0.0,,0.0,61.32825275,18.0,42.36846148,0,0,1,1.6357,0
3683779,8700,44891.0,66383.0,1.0,0.0,8.0,0.0,173.551555,27.0,43.88561082,0,0,1,2.7028,1
3683780,54000,,91289.0,0.0,0.0,,0.0,350.7957481,6.0,22.07132991,0,0,0,2.313,0
3683781,20200,84864.0,110656.0,1.0,3.0,18.0,0.0,245.02972999999997,30.0,38.63783022,0,0,5,1.0439,0
3683782,15000,60566.0,81273.0,1.0,,6.0,,,,27.5837365,1,0,0,2.6752,0
3683783,15100,61337.0,127280.0,1.0,5.0,4.0,3.0,135.2666667,17.0,,0,1,1,1.7038,1
3683784,23400,82371.0,110301.0,1.0,0.0,,0.0,175.2399806,25.0,37.92287247,0,0,2,2.2029,0
3683785,21600,58545.0,90787.0,1.0,0.0,17.0,0.0,197.8087927,22.0,31.70796036,0,0,1,1.6163,0
3683786,12800,72659.0,83584.0,1.0,1.0,6.0,3.0,190.9194249,29.0,37.37856046,1,2,3,2.5878,0
3683787,25400,46679.0,62516.0,1.0,1.0,18.0,0.0,190.1366883,22.0,30.75672437,1,0,0,1.3628,0
3683788,15800,60215.0,79980.0,1.0,3.0,0.2,0.0,86.2,23.0,,0,1,1,0.8309,1
3683789,9100,,63664.0,0.0,0.0,,0.0,359.0666667,7.0,,1,0,0,1.889,0
3683790,13900,,44439.0,0.0,3.0,4.0,,170.0054102,9.0,21.5428971,0,0,0,0.14912999999999998,0
3683791,15600,57892.0,82228.0,1.0,0.0,10.0,0.0,174.0729685,16.0,32.15246898,0,0,0,1.0113,1
3683792,16200,45872.0,64410.0,0.0,1.0,3.0,0.0,118.07375320000001,17.0,33.8347164,0,0,0,1.3732,0
3683793,2500,27899.0,40780.0,0.0,3.0,12.0,0.0,68.2,22.0,,0,0,2,0.59608,1
3683794,16600,126771.0,167591.0,1.0,1.0,5.0,0.0,137.12243480000004,21.0,26.41452841,0,0,1,1.7577,0
3683795,25100,81899.0,128305.0,1.0,3.0,,1.0,11.13333333,41.0,,0,0,0,1.7342,1
3683796,31100,51269.0,103278.0,1.0,1.0,0.0,0.0,176.6096146,25.0,38.10341464,0,0,2,0.9196200000000001,0
3683797,10200,60099.0,73980.0,1.0,0.0,4.0,4.0,129.86666670000002,24.0,,1,0,5,2.0046,1
3683798,13200,57938.0,68538.0,0.0,0.0,29.0,2.0,185.8800106,23.0,37.35734877,0,1,1,1.7058,0
3683799,11400,,73101.0,,,,,,,22.58724619,0,0,0,1.685,0
3683800,24500,65132.0,96453.0,1.0,0.0,15.0,0.0,81.09869097,17.0,35.45294677,1,0,1,1.8002,0
3683801,26500,122004.0,164980.0,1.0,3.0,1.0,0.0,235.4,24.0,,0,0,2,1.8531,0
3683802,11700,82225.0,94579.0,1.0,0.0,0.0,0.0,,3.0,29.90362148,0,4,0,0.66586,0
3683803,32600,193308.0,297274.0,1.0,0.0,30.0,0.0,151.79985349999998,22.0,40.60278045,1,0,0,2.1999,0
3683804,16900,66948.0,89709.0,0.0,0.0,,0.0,287.37512860000004,20.0,28.74912802,0,0,0,0.45302,0
3683805,17400,57257.0,71597.0,1.0,1.0,0.0,0.0,195.2933392,25.0,30.54780606,0,0,0,1.1761,0
3683806,23600,132636.0,285729.0,0.0,3.0,4.0,0.0,214.3929949,14.0,31.24611381,0,0,0,1.9405,0
3683807,10800,110688.0,126761.0,1.0,5.0,6.0,1.0,179.6374675,19.0,31.89893638,0,0,0,2.7276,0
3683808,6400,12375.0,32539.0,0.0,1.0,12.0,6.0,228.1299051,23.0,23.32951678,0,3,0,2.2932,1
3683809,5300,,36405.0,1.0,0.0,2.0,0.0,267.8134646,14.0,23.80740106,1,0,1,2.3651,0
3683810,5100,59799.0,80780.0,1.0,4.0,15.0,0.0,220.1333333,18.0,,1,0,1,2.2926,0
3683811,8600,78245.0,82206.0,0.0,0.0,22.0,0.0,321.34954260000006,47.0,30.20939952,1,0,1,2.6452,0
3683812,10300,54799.0,78980.0,1.0,1.0,14.0,0.0,114.63333329999999,24.0,,0,0,0,2.7009,0
3683813,5500,,75234.0,,,,,,,23.17374295,0,0,0,1.2035,0
3683814,25200,28677.0,50852.0,1.0,0.0,28.0,0.0,305.1951532,12.0,31.60946433,0,0,0,0.80425,0
3683815,17300,6943.0,57811.0,1.0,2.0,0.0,0.0,331.97090430000003,6.0,37.95331514,0,0,0,1.8858,0
3683816,12100,50480.0,70151.0,0.0,0.0,,2.0,207.31923380000003,12.0,29.85313667,0,0,1,1.1803,1
3683817,19400,50453.0,76120.0,1.0,3.0,9.0,0.0,79.27662528,27.0,36.03690437,0,2,3,2.1807,0
3683818,41500,362477.0,471807.0,0.0,4.0,1.0,0.0,293.135985,15.0,40.78205849,0,0,4,1.7026,0
3683819,5200,66733.0,87341.0,0.0,0.0,0.0,0.0,291.034108,6.0,38.77698507,0,2,0,0.28906,0
3683820,19100,104075.0,165066.0,,0.0,,,255.7424804,24.0,39.62320557,0,0,0,1.8111,0
3683821,5700,55059.0,86780.0,0.0,0.0,3.0,1.0,149.1333333,14.0,,0,1,1,2.4575,1
3683822,16800,62832.0,95478.0,1.0,1.0,0.0,1.0,162.66099430000003,25.0,24.27256802,1,0,0,1.6226,0
3683823,9500,85347.0,94081.0,1.0,0.0,2.0,0.0,105.1133632,32.0,39.55184797,0,0,2,0.15679,0
3683824,47100,38899.0,99800.0,0.0,5.0,9.0,0.0,204.8,36.0,,0,0,3,1.9551,0
3683825,18400,109091.0,139364.0,1.0,4.0,6.0,0.0,123.86557579999999,14.0,29.407593100000003,0,0,0,2.6133,0
3683826,15500,9973.0,57115.0,1.0,4.0,4.0,0.0,311.3667568,16.0,17.61120617,0,0,0,1.655,0
3683827,16700,81174.0,106671.0,1.0,4.0,1.0,0.0,290.37613799999997,20.0,38.48524099,0,0,1,0.98849,0
3683828,5200,30654.0,46715.0,0.0,0.0,10.0,0.0,70.0,17.0,,0,0,0,0.98882,1
3683829,5800,,74665.0,,,,,,,24.28486528,0,0,0,1.3979,0
3683830,10900,59368.0,69814.0,1.0,0.0,3.0,0.0,309.75917569999996,9.0,34.10578509,0,0,0,1.3528,0
3683831,23400,71633.0,100052.0,1.0,4.0,6.0,7.0,123.79944309999999,21.0,34.54043859,1,0,0,1.2209,1
3683832,12200,68840.0,75009.0,0.0,1.0,14.0,0.0,255.18965550000001,31.0,43.90784955,0,0,0,1.2608,0
3683833,40400,369773.0,467092.0,0.0,4.0,2.0,0.0,329.1988938,15.0,40.80992141,0,0,4,0.5466300000000001,0
3683834,20700,44725.0,66206.0,1.0,1.0,13.0,1.0,121.4332624,22.0,40.92194986,0,0,0,0.35653,0
3683835,17100,97612.0,164849.0,,0.0,,,254.47631659999996,23.0,36.46229579,0,0,0,0.9135700000000001,0
3683836,26800,23260.0,55463.0,1.0,0.0,36.0,0.0,281.8076057,23.0,39.90165429,0,0,1,1.9001,0
3683837,5500,53328.0,64485.0,1.0,,5.0,0.0,70.54243011,16.0,36.49023629999999,0,0,0,2.2321,0
3683838,10300,48569.0,90424.0,0.0,0.0,,1.0,90.35547488,7.0,39.16104729,0,1,0,2.3837,1
3683839,16800,43693.0,61426.0,1.0,,6.0,0.0,97.45470591,9.0,28.46298086,1,0,1,0.4968,0
3683840,3100,104469.0,121709.0,0.0,1.0,2.0,0.0,86.8843719,14.0,32.06978327,0,0,0,0.40002,0
3683841,23900,76289.0,110295.0,1.0,3.0,7.0,0.0,276.9553562,29.0,29.72360104,0,0,2,1.8417,0
3683842,14000,,80848.0,1.0,4.0,18.0,0.0,279.3014245,7.0,43.32320023,0,0,1,1.3148,1
3683843,20800,71307.0,103971.0,0.0,0.0,4.0,0.0,209.35175049999998,12.0,31.33739444,1,0,1,2.0592,0
3683844,9000,64242.0,83993.0,1.0,0.0,4.0,0.0,40.22171925,12.0,35.79843746,0,0,0,2.5172,1
3683845,28200,112463.0,162109.0,1.0,4.0,7.0,0.0,116.564462,26.0,33.10168147,0,0,2,2.5419,0
3683846,16100,62872.0,87678.0,1.0,1.0,1.0,0.0,157.4281155,24.0,23.58080084,0,0,0,1.8589,0
3683847,10200,81162.0,98516.0,1.0,3.0,1.0,0.0,74.16044771,23.0,38.34125572,0,0,1,2.0845,0
3683848,13200,44716.0,59524.0,1.0,0.0,,0.0,72.46170475,15.0,41.61981324,0,0,0,1.65,0
3683849,23700,87774.0,139005.0,1.0,0.0,10.0,0.0,113.9125146,15.0,38.51589728,1,0,2,2.0005,0
3683850,8500,82496.0,83838.0,0.0,0.0,25.0,0.0,351.56813619999997,47.0,28.92075714,0,0,1,1.4216,0
3683851,24500,95742.0,123357.0,1.0,5.0,2.0,0.0,202.97675619999998,26.0,32.91346813,0,0,1,2.4513,0
3683852,13100,33899.0,64980.0,0.0,0.0,4.5,1.0,149.5,24.0,,0,0,2,0.9718200000000001,1
3683853,15900,71719.0,89719.0,1.0,0.0,0.0,1.0,123.9555871,25.0,33.52907044,0,1,1,2.6462,0
3683854,18100,100721.0,118797.0,1.0,4.0,0.0,0.0,127.42643970000002,30.0,37.88741107,0,0,0,0.21916,0
3683855,17200,92752.0,130844.0,1.0,3.0,6.0,,245.7288109,41.0,37.50264563,0,0,3,1.6652,0
3683856,14000,,40861.0,0.0,0.0,0.0,0.0,298.9070847,8.0,25.95071095,0,0,1,1.5746,0
3683857,28000,55758.0,92159.0,1.0,1.0,0.0,1.0,95.93254438,23.0,33.10789894,0,0,0,1.6541,0
3683858,21300,69111.0,106253.0,1.0,4.0,12.0,1.0,98.2311228,22.0,18.12489583,0,0,0,2.0974,1
3683859,5800,49413.0,58229.0,0.0,1.0,21.0,0.0,213.5391151,21.0,21.26802688,0,0,0,1.0553,0
3683860,15200,81360.0,93528.0,1.0,0.0,2.0,0.0,161.1036,22.0,41.01736353,0,0,0,2.3407,0
3683861,3700,61483.0,61780.0,0.0,4.0,10.0,,,,,0,0,0,1.1633,1
3683862,21200,16009.0,54416.0,1.0,0.0,24.0,2.0,208.20795159999997,25.0,28.10337559,0,0,1,0.62985,0
3683863,16000,38759.0,68892.0,1.0,4.0,9.0,0.0,251.9275029,16.0,22.18526323,0,0,1,2.6382,0
3683864,19800,60898.0,89821.0,1.0,1.0,0.0,0.0,83.10388101,22.0,36.28999035,0,0,0,2.1135,0
